x,r2,mse
38,0.8024854699326237,6604.894183799381
39,0.8010447299438253,6653.072589555836
40,0.8180116171853546,6085.6991673548
41,0.7622617217907373,7949.978011618681
42,0.8061825145841295,6481.264855325936
43,0.8363278853090361,5473.2023917619
44,0.6550470930664846,11535.239700657277
45,0.8074373570438711,6439.302870751414
46,0.8294528626292725,5703.103439019385
47,0.7907780595844425,6996.390477715973
48,0.8462061250030318,5142.873641371785
49,0.8365202025452361,5466.771295303385
50,0.794806817336294,6861.6686492304225
51,0.8398743796838066,5354.607470867684
52,0.8567933357851836,4788.836868007116
53,0.6829858701172244,10600.965822264883
54,0.7931376076712291,6917.487090560122
55,0.8594776926138564,4699.071862876124
56,0.8065669002357314,6468.410982986848
57,0.8379010737892076,5420.594902889257
58,0.87115906989573,4308.446115790614
59,0.8722190991879584,4272.9986917225815
60,0.852731742997732,4924.65670146266
61,0.7950052431614429,6855.033281300806
62,0.8024680167065396,6605.477820412907
63,0.796301118708811,6811.699148552095
64,0.8426119063723161,5263.06446338989
65,0.8221919061262037,5945.910129542761
66,0.8348348608256472,5523.129193214139
67,0.7912896886079642,6979.281581673898
68,0.8191016265399879,6049.249208740371
69,0.8164605346791399,6137.567431529572
70,0.8370081591624358,5450.454005523294
71,0.8360273000752383,5483.253974608849
72,0.7860200548873332,7155.4983546894155
73,0.8392129374067492,5376.726128402227
74,0.830766047099438,5659.190495165111
75,0.8040926903700016,6551.148664847944
76,0.8197448755267447,6027.738935597853
